,Date,Open,High,Low,Close,Adj Close,Volume,Compound,Neutral,Positive,Negative
0,2001-01-02,52.661041259765625,55.54668426513672,52.64556884765625,54.81947326660156,42.817073822021484,42810928,-0.01823139534883721,0.8312790697674419,0.07196511627906976,0.09675581395348835
1,2001-01-03,54.92778015136719,55.964447021484375,54.61832809448242,55.70914840698242,43.511966705322266,57159622,-0.0148,0.8122439024390243,0.08697560975609757,0.1008048780487805
2,2001-01-04,55.562156677246094,56.76902389526367,55.11345291137695,55.36101531982422,43.24005126953125,38666386,0.00984183006535948,0.8384640522875815,0.08529411764705883,0.07623529411764707
3,2001-01-05,55.15987014770508,56.7535514831543,55.15987014770508,56.36673355102539,44.025569915771484,48215173,0.028646031746031753,0.7728412698412699,0.12833333333333335,0.09880952380952382
4,2001-01-08,56.088226318359375,56.854122161865234,55.27591323852539,55.732357025146484,43.53009033203125,44224788,-0.055812121212121216,0.8196818181818182,0.08196969696969697,0.09834848484848484
5,2001-01-09,55.608577728271484,55.97991943359375,55.25270462036133,55.38422393798828,43.258174896240234,29172070,-0.08843736263736263,0.8300989010989009,0.04375824175824176,0.12614285714285714
6,2001-01-10,55.47705841064453,55.92576599121094,54.02263259887695,54.41718673706055,42.50286865234375,30575175,-0.22197499999999998,0.7375,0.0,0.2625
7,2001-01-23,57.98362350463867,59.453521728515625,57.98362350463867,59.051231384277344,46.122314453125,53475157,0.02818888888888889,0.8910634920634922,0.07269841269841269,0.036238095238095236
8,2001-01-24,59.47673034667969,59.49220275878906,58.563846588134766,58.85009002685547,45.96521759033203,35295295,0.016778260869565215,0.801695652173913,0.11560869565217391,0.08267391304347826
9,2001-01-25,59.02802276611328,59.33747482299805,58.27760314941406,59.05896759033203,46.12835693359375,29017487,-0.07685,0.7996756756756757,0.06477027027027028,0.13555405405405405
10,2001-01-26,59.05896759033203,59.05896759033203,59.05896759033203,59.05896759033203,46.12835693359375,0,0.0012900000000000008,0.79145,0.11345000000000001,0.095125
11,2001-01-29,58.795936584472656,58.795936584472656,55.856136322021484,58.43232727050781,45.638912200927734,32795058,0.019914285714285718,0.7194285714285713,0.14751020408163265,0.1330612244897959
12,2001-01-30,58.57158279418945,60.497920989990234,58.57158279418945,60.28904342651367,47.08911895751953,67947747,-0.011330232558139532,0.7349534883720931,0.11753488372093024,0.14748837209302326
13,2001-01-31,62.66408920288086,62.66408920288086,58.950660705566406,59.50767517089844,46.478816986083984,38132921,-0.043035000000000004,0.8178000000000001,0.07759999999999999,0.10459999999999998
14,2001-02-01,59.33747482299805,60.12657928466797,57.66643524169922,59.747501373291016,46.66614532470703,82349366,0.0015402985074626817,0.7515671641791045,0.1434776119402985,0.10495522388059701
15,2001-02-02,59.49220275878906,61.256080627441406,59.4071044921875,61.03946304321289,47.67523956298828,65464708,0.10697037037037038,0.7937407407407405,0.1610740740740741,0.04518518518518518
16,2001-02-05,60.822845458984375,61.96781921386719,60.38187789916992,61.758941650390625,48.237186431884766,68962152,0.05275454545454545,0.7539545454545454,0.15379545454545454,0.09225
17,2001-02-06,61.89045715332031,62.27727127075195,61.31023406982422,61.557796478271484,48.080078125,39092901,0.018828571428571424,0.8411785714285714,0.08278571428571428,0.07603571428571429
18,2001-02-07,61.21739959716797,61.57326889038086,60.65264892578125,60.87700271606445,47.54835510253906,23506544,-0.0037774193548387046,0.7625806451612902,0.1285806451612903,0.10880645161290321
19,2001-02-08,60.52886962890625,61.495906829833984,60.42055892944336,61.263816833496094,47.85045623779297,30915221,0.03778571428571428,0.7519428571428571,0.16505714285714287,0.083
20,2001-02-09,61.42627716064453,62.19990921020508,61.00078201293945,61.72026062011719,48.206974029541016,45047590,0.11419333333333336,0.7396666666666666,0.1842222222222222,0.07613333333333333
21,2001-02-12,61.31023406982422,62.880706787109375,61.1555061340332,61.975555419921875,48.4063720703125,42586286,-0.08247916666666667,0.87975,0.032374999999999994,0.087875
22,2001-02-13,62.19990921020508,63.7317008972168,61.50364303588867,63.44545364379883,49.554447174072266,55148262,-0.04064242424242424,0.7644242424242423,0.10636363636363637,0.12921212121212122
23,2001-02-14,64.18814086914062,64.58269500732422,63.36809158325195,64.29644775390625,50.2191276550293,57887223,-0.009266071428571434,0.8808928571428571,0.052785714285714276,0.06632142857142856
24,2001-02-15,64.21134948730469,65.82050323486328,63.90189743041992,65.40274047851562,51.08320236206055,95050871,-0.10141142857142858,0.7681714285714285,0.07425714285714287,0.15757142857142858
